"","extractors_first_name","extractors_last_name","preprint_id","preprint_doi","preprint_title","submitting_author","submitting_author_country","submitting_author_first_publication_year","type_of_preprint","taxa_being_studied","data_link_preprint","code_link_preprint","number_of_citations_preprint","pci_recommendation_preprint","publication_doi","publication_journal","publication_date","publication_title_changed","number_of_citations_article","data_link_article","code_link_article","publisher_doi","preprint_published_date","current_version","total_authors","time_between_preprint_and_pub_days","postprint","plants","algi","fungi","microorganisms","invertebrates","vertebrates","data_link_preprint_cleaned","code_link_preprint_cleaned","data_link_article_cleaned","code_link_article_cleaned"
"1079","bishnu","timilsina",3769,"https://doi.org/10.32942/osf.io/u9wh3","a vegetation carbon isoscape for australia built by combining continental-scale field surveys with remote sensing","samantha munroe","australia",2010,"research article","plants","https://osf.io/v7kr4/","none",NA,"no","https://doi.org/10.1007/s10980-022-01476-y","landscape ecology","2022-07-05","no",2,"http://www.portal.tern.org.au/","none","https://doi.org/10.1007/s10980-022-01476-y",2022-04-26,1,8,70,"preprint",1,0,0,0,0,0,"yes","no","no","no"
"1080","natalie","van dis",5407,"https://doi.org/10.32942/x2qs36","the great escape: patterns of enemy release are not explained by time, space, or climate","zoe xirocostas","australia",2020,"research article","plants","none","none",NA,"no","https://doi.org/10.1098/rspb.2023.1022","proceedings of the royal society b: biological sciences","2023-08-16","no",0,"https://doi.org/10.6084/m9.figshare.23639859.v1","https://doi.org/10.6084/m9.figshare.23639844.v1",NA,NA,NA,NA,NA,"preprint",1,0,0,0,0,0,"no","no","yes","yes"
"1081","natalie","van dis",5406,"https://doi.org/10.32942/x2m01k","apes and agriculture","erik meijaard","brunei darussalam",1994,"reviews and meta-analyses","vertebrates",NA,NA,0,"no",NA,NA,NA,NA,NA,"null",NA,NA,NA,NA,NA,NA,"preprint",0,0,0,0,0,1,"not applicable","not applicable","no","not applicable"
"1082","natalie","van dis",5734,"https://doi.org/10.32942/x2989k","the potential of phage model systems as therapeutic agents","jordan romeyer dherbey","germany",2017,"opinion","microorganisms",NA,NA,0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"preprint",0,0,0,1,0,0,"not applicable","not applicable","not applicable","not applicable"
"1083","natalie","van dis",5741,"https://doi.org/10.32942/x2s89x","hypotheses on the evolutional process and meaningful function of organisms: mitochondria, plants, mammals","y nishida","japan",NA,"opinion","plants, vertebrates",NA,NA,0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"preprint",1,0,0,0,0,1,"not applicable","not applicable","not applicable","not applicable"
"1084","natalie","van dis",5732,"https://doi.org/10.32942/x25g68","a comprehensive assessment of verticillium wilt of potato: present status and future prospective","prodipto bishnu angon","united states of america",2020,"reviews and meta-analyses","plants",NA,NA,NA,"no","https://doi.org/10.33687/phytopath.012.02.4647","international journal of phytopathology","2023-08-29","no",0,NA,NA,NA,NA,NA,NA,NA,"preprint",1,0,0,0,0,0,"not applicable","not applicable","not applicable","not applicable"
"1085","natalie","van dis",5403,"https://doi.org/10.32942/x2vg6g","the power and pitfalls of amino acid carbon stable isotopes for tracing the use and fate of basal resources in food webs","matthew r. d. cobain","ireland",2018,"reviews and meta-analyses","basal resources/amino acids","https://dx.doi.org/10.6084/m9.figshare.22852355",NA,0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"preprint",0,0,0,0,0,0,"yes","not applicable","not applicable","not applicable"
"1086","natalie","van dis",5743,"https://doi.org/10.32942/x21s4c","the need of decoding life for taking care of biodiversity and the sustainable use of nature in the anthropocene - a faroese perspective","svein-ole mikalsen","faroe islands (the)",1987,"methods papers","eukaryotes",NA,NA,0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"preprint",0,0,0,0,0,0,"not applicable","not applicable","not applicable","not applicable"
"1087","natalie","van dis",5744,"https://doi.org/10.32942/x2x01c","stryper: an open source macos application for microsatellite genotyping","jean peccoud","france",2008,"methods papers","microsatellite markers",NA,"https://github.com/jeanlain/stryper",0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"preprint",0,0,0,0,0,0,"not applicable","yes","not applicable","not applicable"
"1088","natalie","van dis",5745,"https://doi.org/10.32942/x2ng6m","abiotic environmental factors driving the biomass and community structure of soil bacteria in an arid region","juha m. alatalo","qatar",1995,"research article","microorganisms","https://www.ncbi.nlm.nih.gov/bioproject/?term=prjna944243","none",1,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"preprint",0,0,0,1,0,0,"no","no","not applicable","not applicable"
"1089","natalie","van dis",5753,"https://doi.org/10.32942/x2hs4q","assessing risk of ecosystem collapse in a changing climate","jessica a. rowland","australia",2017,"opinion","ecosystems",NA,NA,0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"preprint",0,0,0,0,0,0,"not applicable","not applicable","not applicable","not applicable"
"1090","natalie","van dis",5730,"https://doi.org/10.32942/x2f011","sources, effects and present perspectives of heavy metals contamination: soil, plants and human food chain","prodipto bishnu angon","bangladesh",2021,"reviews and meta-analyses","plants, microorganisms, vertebrates",NA,NA,0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"preprint",1,0,0,1,0,1,"not applicable","not applicable","not applicable","not applicable"
"1091","natalie","van dis",5761,"https://doi.org/10.32942/x2888w","the puzzle of leadership: the interplay between individual traits and coordination mechanisms","kasper feliks hlebowicz","australia",NA,"reviews and meta-analyses","invertebrates, vertebrates",NA,NA,0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"preprint",0,0,0,0,1,1,"not applicable","not applicable","not applicable","not applicable"
"1092","natalie","van dis",5763,"https://doi.org/10.32942/x2d023","reply to: recognizing and marshalling the pre-publication error correction potential of open data for more reproducible science","ilias berberi","canada",2019,"comment","open science",NA,NA,0,"no","https://doi.org/10.1038/s41559-023-02142-5","nature ecology and evolution","2023-07-31","no",0,NA,NA,NA,NA,NA,NA,NA,"preprint",0,0,0,0,0,0,"not applicable","not applicable","not applicable","not applicable"
"1093","natalie","van dis",5771,"https://doi.org/10.32942/x24g7b","the unfulfilled potential of dogs in studying behavioural evolution during the anthropocene","christina hansen wheat","sweden",2018,"reviews and meta-analyses","vertebrates",NA,NA,1,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"preprint",0,0,0,0,0,1,"not applicable","not applicable","not applicable","not applicable"
"1094","natalie","van dis",5776,"https://doi.org/10.32942/x20s3p","paws for thought: impacts of animal husbandry on tundra greening in high arctic svalbard","elise gallois","united kingdom",2020,"research article","plants","https://github.com/elisegallois/svalbarddoghub/","https://github.com/elisegallois/svalbarddoghub/",0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"preprint",1,0,0,0,0,0,"yes","yes","not applicable","not applicable"
"1095","natalie","van dis",5782,"https://doi.org/10.32942/x2w02f","botany and geogenomics: constraining geological hypotheses with large-scale genetic data derived from plants","ana maria bedoya","united states of america",2015,"opinion","plants",NA,NA,0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"preprint",1,0,0,0,0,0,"not applicable","not applicable","not applicable","not applicable"
"1096","natalie","van dis",6003,"https://doi.org/10.32942/x2s02h","additional notes on the taxonomy of parakeelya hershk. (montiaceae)","mark alan hershkovitz","chile",NA,"other","plants",NA,NA,0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"preprint",1,0,0,0,0,0,"not applicable","not applicable","not applicable","not applicable"
"1097","natalie","van dis",6008,"https://doi.org/10.32942/x2hg7r","evolution of competitive ability and the response to nutrient availability: a resurrection study with the calcareous grassland herb, leontodon hispidus","pascal karitter","germany",2019,"research article","plants","none","none",0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"preprint",1,0,0,0,0,0,"no","no","not applicable","not applicable"
"1098","natalie","van dis",6009,"https://doi.org/10.32942/x2cp5t","citizen science as a valuable tool for environmental review","corey t callaghan","united states of america",2015,"reviews and meta-analyses","environmental review","none","none",0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"preprint",0,0,0,0,0,0,"no","no","not applicable","not applicable"
"1099","natalie","van dis",5801,"https://doi.org/10.32942/x2r887","feedback loops drive ecological succession; towards a unified conceptual framework","michiel van breugel","singapore",2006,"opinion","plants",NA,NA,0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"preprint",1,0,0,0,0,0,"not applicable","not applicable","not applicable","not applicable"
"1100","natalie","van dis",5802,"https://doi.org/10.32942/x2mk6b","the feeding apparatus of ants: an overview of structure and function","adrian richter","japan",2017,"research article","invertebrates","https://zenodo.org/record/4623822","none",0,"no","https://doi.org/10.1098/rstb.2022.0556","philosophical transactions of the royal society b: biological sciences","2023-10-16","no",NA,"https://zenodo.org/record/4623822","none",NA,NA,NA,NA,NA,"preprint",0,0,0,0,1,1,"no","no","no","no"
"1101","natalie","van dis",5792,"https://doi.org/10.32942/x2gs31","on the use of individual-based models in predictive plant ecology","christian damgaard","denmark",1992,"opinion","plants",NA,NA,0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"preprint",1,0,0,0,0,0,"not applicable","not applicable","not applicable","not applicable"
"1102","natalie","van dis",5811,"https://doi.org/10.32942/x2c31f","caspedia database: a functional classification system for class 2 crispr-cas enzymes","benjamin a adler","united states of america",2013,"methods papers","crispr-cas enzymes","http://caspedia.org","none",0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"preprint",0,0,0,0,0,0,"no","no","not applicable","not applicable"
"1103","natalie","van dis",5819,"https://doi.org/10.32942/x2788k","daisiemainland: an r package for simulating an island-mainland system for macroevolution on islands","joshua w. lambert","netherlands",2019,"methods papers","r package","https://github.com/joshwlambert/daisiemainland","https://github.com/joshwlambert/daisiemainland",0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"preprint",0,0,0,0,0,0,"yes","yes","not applicable","not applicable"
"1104","natalie","van dis",5449,"https://doi.org/10.32942/x22308","welcoming more participation in open data science for the oceans","alexa fredston","united states of america",2013,"reviews and meta-analyses","marine open science",NA,NA,0,"no","https://doi.org/10.1146/annurev-marine-041723-094741","annual review of marine science","2023-07-07","no",0,NA,NA,NA,NA,NA,NA,NA,"preprint",0,0,0,0,0,0,"not applicable","not applicable","not applicable","not applicable"
"1105","wilco","verberk",6012,"https://doi.org/10.32942/x2n59n","the ecomorphological diversity of amazonian stream fishes is constrained by phylogenetic relationships","bruno eleres soares","canada",2011,"research article","vertebrates","https://zenodo.org/records/6329980","https://zenodo.org/records/6329980",0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"preprint",0,0,0,0,0,1,"no","no","not applicable","not applicable"
"1106","wilco","verberk",5982,"https://doi.org/10.32942/x25599","new horizons for comparative studies and meta-analyses","patrice pottier","australia",2018,"reviews and meta-analyses","this is a review about comparative studies and meta-analyses and as such does not cover specific groups of organisms",NA,NA,0,"no",NA,NA,NA,NA,NA,"null",NA,NA,NA,NA,NA,NA,"preprint",0,0,0,0,0,0,"not applicable","not applicable","no","not applicable"
"1107","wilco","verberk",5964,"https://doi.org/10.32942/x2p59z","functional trait dataset of benthic macroinvertebrates in south korean streams","sagar adhurya","korea",2015,"research article","invertebrates","t  https://doi.org/10.6084/m9.figshare.22010822.v2","none",0,"no",NA,NA,NA,NA,NA,"null",NA,NA,NA,NA,NA,NA,"preprint",0,0,0,0,1,1,"yes","no","no","not applicable"
"1108","wilco","verberk",5952,"https://doi.org/10.32942/x29w3h","sources of confusion in global biodiversity trends","maëlys louise boënnec","france",NA,"reviews and meta-analyses","plants, invertebrates, vertebrates","https://github.com/maelysboennec/sources-of-confusion-in-global-biodiversity-trends","https://github.com/maelysboennec/sources-of-confusion-in-global-biodiversity-trends",0,"no",NA,NA,NA,NA,NA,"null",NA,NA,NA,NA,NA,NA,"preprint",1,0,0,0,1,1,"yes","yes","no","not applicable"
"1109","wilco","verberk",5037,"https://doi.org/10.32942/x2xs32","use it: uniformly sampling pseudo-absences within the environmental space for applications in habitat suitability models","daniele da re","belgium",2016,"methods papers","model-simulated taxa",NA,"https://github.com/danddr/use_paper",1,"no",NA,NA,NA,NA,NA,"null",NA,NA,NA,NA,NA,NA,"preprint",0,0,0,0,0,0,"not applicable","yes","no","not applicable"
"1110","wilco","verberk",4825,"https://doi.org/10.32942/x2c302","use of airborne laser scanning to assess effects of understorey vegetation structure on nest-site selection and breeding performance in an australian passerine bird","richard s. turner","australia",2022,"research article","vertebrates","https://doi.org/10.6084/m9.figshare.21743402","https://doi.org/10.6084/m9.figshare.21743402",NA,"no","https://doi.org/10.1002/rse2.342","remote sensing in ecology and conservation","2023-05-28","no",0,"https://doi.org/10.6084/m9.figshare.21743402","https://doi.org/10.6084/m9.figshare.21743402",NA,NA,NA,NA,NA,"preprint",0,0,0,0,0,1,"yes","yes","yes","yes"
"1111","wilco","verberk",4686,"https://doi.org/10.32942/x2pp47","heritability and developmental plasticity of growth in an oviparous lizard","daniel w.a. noble","australia",2007,"research article","vertebrates","https://bit.ly/2uy72id","https://bit.ly/2uy72id",0,"no",NA,NA,NA,NA,NA,"null",NA,NA,NA,NA,NA,NA,"preprint",0,0,0,0,0,1,"no","no","no","not applicable"
"1112","wilco","verberk",4724,"https://doi.org/10.32942/x24s3x","morphological plasticity in a caddisfly that co-occurs in lakes and streams","christine ann parisek","united states of america",2019,"research article","invertebrates","http://dx.doi.org/10.5883/ds-limneph","none",NA,"no","https://doi.org/10.1086/725455","freshwater science","2023-05-10","no",2,"https://doi.org/10.5883/ds-limneph","https://doi.org/10.5281/zenodo.7793529",NA,NA,NA,NA,NA,"preprint",0,0,0,0,1,1,"yes","no","yes","yes"
"1113","wilco","verberk",4734,"https://doi.org/10.32942/x21019","a tale of two genomes: what drives mitonuclear discordance in asexual lineages of a freshwater snail?","maurine neiman","united states of america",2004,"reviews and meta-analyses","invertebrates",NA,NA,NA,"no","https://doi.org/10.1002/bies.202200234","bioessays","2023-04-07","no",0,NA,NA,NA,NA,NA,NA,NA,"preprint",0,0,0,0,1,1,"not applicable","not applicable","not applicable","not applicable"
"1114","wilco","verberk",4738,"https://doi.org/10.32942/x2ms38","quantifying uncertainties of ecological forecasting under climate change","xin chen","united states of america",NA,"methods papers","model simulations not applied to any specific type of organism","https://github.com/xinxxxin/quantifying-uncertainties-of-ecological-forecasting-under-climate-change","https://github.com/xinxxxin/quantifying-uncertainties-of-ecological-forecasting-under-climate-change",NA,"no","https://doi.org/10.1017/xc51074312 (note that this doi, provided in the google sheet, does not work though!)",NA,NA,NA,NA,"null",NA,NA,NA,NA,NA,NA,"preprint",0,0,0,0,0,0,"yes","yes","no","not applicable"
"1115","wilco","verberk",3863,"https://doi.org/10.32942/osf.io/5z8xs","behavioral flexibility is manipulable and it improves flexibility and innovativeness in a new context","corina j logan","germany",2007,"research article","vertebrates","https://knb.ecoinformatics.org/view/doi:10.5063/f1rj4gx6","none",11,"yes","https://doi.org/10.24072/pcjournal.284","pci ecology","2023-08-17","no",7,"https://doi.org/10.5063/f1br8qnc","https://doi.org/10.5063/f1br8qnc","https://doi.org/10.24072/pcjournal.284",2022-01-05,8,8,589,"preprint",0,0,0,0,0,1,"yes","no","yes","yes"
