"","...1","assigned_to","nr","extractors_first_name","extractors_last_name","preprint_id","preprint_doi.x","preprint_title.x","submitting_author.x","submitting_author_country","submitting_author_first_publication_year","taxa_being_studied","data_link_preprint","code_link_preprint","number_of_citations_preprint","pci_recommendation_preprint","publication_doi","publication_journal","publication_date","publication_title_changed","number_of_citations_article","current_version.x","data_link_article","code_link_article","publisher_doi.x","preprint_published_date","total_authors.x","time_between_preprint_and_pub_days","postprint","plants","algi","fungi","microorganisms","invertebrates","vertebrates","type_of_preprint","data_link_preprint_cleaned","code_link_preprint_cleaned","data_link_article_cleaned","code_link_article_cleaned","check_completed","check_comment","doi.1","journal_name","is_oa","oa_status","preprint_title.y","preprint_doi.y","publisher_doi.y","reuse_licence","submitted_date","accepted_date","published_date","update_date","current_version.y","version_date","submitting_author.y","authors_list","total_authors.y"
"947",947,"matthew grainger",947,"in√™s","silva",3692,"https://doi.org/10.32942/osf.io/bqgx5","beyond ""bluespace"" and ""greenspace"": a narrative review of possible health benefits from exposure to other natural landscapes","matthew browning","united states of america",2006,"vertebrates",NA,NA,0,"no","https://doi.org/10.1016/j.scitotenv.2022.159292","science of the total environment",2022-10-05,"no",35,2,NA,NA,"https://doi.org/10.1016/j.scitotenv.2022.159292",2022-08-10,10,56,"preprint",0,0,0,0,0,1,"research article","not applicable","not applicable","not applicable","not applicable","yes",NA,"10.1016/j.scitotenv.2022.159292","Science of The Total Environment",FALSE,"closed","Beyond ""bluespace"" and ""greenspace"": A narrative review of possible health benefits from exposure to other natural landscapes","https://doi.org/10.32942/osf.io/bqgx5","https://doi.org/10.1016/j.scitotenv.2022.159292","CC BY-SA 4.0",2022-08-08,2022-08-10,2022-08-10,2022-09-29,2,2022-09-29,"Matthew Browning","Hansen Li, Matthew Browning, Alessandro Rigolon, Lincoln R Larson, B. Derrick Taff, S M Labib, Jacob Benfield, Shuai Yuan, Olivia McAnirlin, Nazanin Hatami",10
"948",948,"matthew grainger",948,"in√™s","silva",4645,"https://doi.org/10.32942/x2cc7g","temperate-tropical transitions are linked with shifts in the structure of evolutionary integration in vitaceae leaves","c. tomomi parins-fukuchi","canada",2017,"plants","none","none",0,"no",NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"preprint",1,0,0,0,0,0,"research article","no","no","not applicable","not applicable","yes",NA,NA,NA,NA,NA,"Temperate-tropical transitions are linked with shifts in the structure of evolutionary integration in Vitaceae leaves","https://doi.org/10.32942/X2CC7G",NA,"CC BY-NC-SA 4.0",2022-10-31,2022-10-31,2022-11-01,NA,2,2022-12-21,"C. Tomomi Parins-Fukuchi","C. Tomomi Parins-Fukuchi, Gregory W Stull, Jun Wen, Jeremy Beaulieu",4
"949",949,"matthew grainger",949,"in√™s","silva",4650,"https://doi.org/10.32942/x27p46","incompatibility and interchangeability in molecular evolution","daniel b sloan","united states of america",2004,"plants, algi, fungi, microorganisms, invertebrates, vertebrates","none","none",0,"no","https://doi.org/10.1093/gbe/evac184","genome biology and evolution",2022-12-30,"no",3,1,"supplementary material","none",NA,NA,NA,NA,"preprint",0,0,0,0,0,0,"research article","no","no","no","no","yes",NA,NA,NA,NA,NA,"Incompatibility and interchangeability in molecular evolution","https://doi.org/10.32942/X27P46","https://doi.org/10.1093/gbe/evac184","CC BY 4.0",2022-11-01,2022-11-01,2022-11-02,NA,1,2022-11-01,"Daniel B Sloan","Daniel B Sloan, Jessica M Warren, Alissa M Williams, Shady A Kuster, Evan S Forsythe",5
"950",950,"matthew grainger",950,"in√™s","silva",4653,"https://doi.org/10.32942/x2059r","small is big: a new conservation paradigm for amphibians","emma cathleen steigerwald","united states of america",2015,"vertebrates","https://osf.io/6jfs8/","https://github.com/amphibiaweb/amphibian-pa",0,"no",NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"preprint",0,0,0,0,0,1,"research article","yes","yes","not applicable","not applicable","yes","The code link (https://github.com/AmphibiaWeb/amphibian-PAs) doesn't work",NA,NA,NA,NA,"Small is big: A new conservation paradigm for amphibians","https://doi.org/10.32942/X2059R",NA,"CC BY-NC-SA 4.0",2022-11-02,2022-11-02,2022-11-02,NA,2,2022-11-06,"Emma Cathleen Steigerwald","Emma Cathleen Steigerwald, Julianne Oshiro, Julia Chen, Vance Vredenburg, Alessandro Catenazzi, Michelle Koo",6
"951",951,"matthew grainger",951,"in√™s","silva",4656,"https://doi.org/10.32942/x2vc7t","unstratified forests dominate the tropics especially in regions with lower fertility or higher temperatures","christopher doughty","united states of america",2006,"plants","none","none",1,"no","https://doi.org/10.1088/2752-664x/ace723","environmental research: ecology",2023-07-25,"yes",0,2,"https://datadryad.org/stash/dataset/doi:10.5061/dryad.kd51c5bc4","https://datadryad.org/stash/dataset/doi:10.5061/dryad.kd51c5bc4",NA,NA,NA,NA,"preprint",1,0,0,0,0,0,"research article","no","no","yes","yes","yes",NA,NA,NA,NA,NA,"Unstratified forests dominate the tropics especially in regions with lower fertility or higher temperatures","https://doi.org/10.32942/X2VC7T",NA,"CC BY-NC 4.0",2022-11-02,2022-11-02,2022-11-02,NA,2,2023-04-05,"Christopher Doughty","Christopher Doughty, Camille Gaillard, Andrew Abraham, Patrick Burns, Jenna Keany, Jesus Aguirre-Gutierrez, Yadvinder Malhi, Patrick Jantz, George Koch, Alexander Shenkin, Hao Tang",11
"952",952,"matthew grainger",952,"in√™s","silva",4648,"https://doi.org/10.32942/x2kw2m","the consequences of synthetic auxin herbicide on plant-herbivore interactions","regina s baucom","united states of america",2002,"plants, vertebrates",NA,NA,0,"no","https://doi.org/10.1016/j.tplants.2023.02.003","trends in plant science",2023-02-24,"no",3,1,NA,NA,NA,NA,NA,NA,"preprint",1,0,0,0,0,1,"opinion","not applicable","not applicable","not applicable","not applicable","yes",NA,NA,NA,NA,NA,"The consequences of synthetic auxin herbicide on plant-herbivore interactions","https://doi.org/10.32942/X2KW2M","https://doi.org/10.1016/j.tplants.2023.02.003","CC BY-NC-ND 4.0",2022-11-02,2022-11-02,2022-11-03,NA,1,2022-11-02,"Regina S Baucom","Nia Johnson, Grace Zhang, Anah Soble, Stephen Johnson, Regina S Baucom",5
"953",953,"matthew grainger",953,"in√™s","silva",4655,"https://doi.org/10.32942/x2qp4j","assessing the aesthetic attractivity of european butterflies: a web-based survey protocol","elia van tongeren","italy",2020,"invertebrates",NA,NA,0,"no","https://doi.org/10.1371/journal.pone.0283360","plos one",2023-05-11,"no",1,3,NA,NA,NA,NA,NA,NA,"preprint",0,0,0,0,1,1,"other","not applicable","not applicable","not applicable","not applicable","yes","This is a protocol",NA,NA,NA,NA,"Assessing the aesthetic attractivity of European butterflies: a web-based survey protocol","https://doi.org/10.32942/X2QP4J","https://doi.org/10.1371/journal.pone.0283360","CC BY 4.0",2022-11-02,2022-11-02,2022-11-03,NA,3,2022-11-03,"Elia van Tongeren","Elia van Tongeren, Ginevra Sistri, Vincenzo Zingaro, Alessandro Cini, Leonardo Dapporto, Mariagrazia Portera",6
"954",954,"matthew grainger",954,"in√™s","silva",4660,"https://doi.org/10.32942/x2g593","confound it! the taxonomy of plants mistaken for cistanthe arenaria (cham.) carolin ex  hershk. [montiaceae, cistanthe sect. rosulatae (reiche) hershk.]","mark alan hershkovitz","chile",1989,"plants",NA,NA,0,"no",NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,"preprint",1,0,0,0,0,0,"research article","not applicable","not applicable","not applicable","not applicable","yes",NA,NA,NA,NA,NA,"CONFOUND IT! The taxonomy of plants mistaken for Cistanthe arenaria (Cham.) Carolin ex  Hershk. [MONTIACEAE, Cistanthe sect. Rosulatae (Reiche) Hershk.]","https://doi.org/10.32942/X2G593",NA,"CC BY-NC-ND 4.0",2022-11-03,2022-11-03,2022-11-04,NA,3,2022-11-06,"Mark Alan Hershkovitz","Mark Alan Hershkovitz",1
"955",955,"matthew grainger",955,"in√™s","silva",4671,"https://doi.org/10.32942/x2bc75","the intersection between elected representatives and threatened species recovery","gareth sean kindler","australia",2022,"plants, algi, fungi, invertebrates, vertebrates","none","https://github.com/gakindler/ts-electorates",0,"no",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"preprint",0,0,0,0,0,0,"research article","no","yes","not applicable","not applicable","yes",NA,NA,NA,NA,NA,"The intersection between elected representatives and threatened species recovery","https://doi.org/10.32942/X2BC75",NA,"CC BY-NC-ND 4.0",2022-11-05,2022-11-06,2022-11-05,NA,1,2022-11-06,"Gareth Sean Kindler","Gareth Sean Kindler, Stephen Kearney, Alex Kusmanoff, Michelle Ward, Richard Fuller, Thomas LLoyd, Sarah Bekessy, Emily Gregg, Romola Stewart, James Watson",10
"956",956,"matthew grainger",956,"in√™s","silva",3925,"https://doi.org/10.32942/osf.io/7ebzh","sperm-dependent asexual species matter in ecology and evolution","karel janko","czechia",2003,"plants, invertebrates, vertebrates",NA,NA,1,"no","https://doi.org/10.1002/ece3.10522","ecology & evolution",2023-09-28,"yes",0,1,NA,NA,NA,2021-10-23,4,705,"preprint",1,0,0,0,1,1,"reviews and meta-analyses","not applicable","not applicable","not applicable","not applicable","yes",NA,NA,NA,NA,NA,"Sperm-dependent asexual species matter in ecology and evolution","https://doi.org/10.32942/osf.io/7ebzh",NA,"CC BY-NC-SA 4.0",2021-10-23,2021-10-23,2021-10-23,2021-10-25,1,2021-10-23,"Karel Janko","Karel Janko, Peter Mikulíček, Roman Hobza, Ingo Schlupp",4
"957",957,"inês silva",957,"in√™s","silva",3926,"https://doi.org/10.32942/osf.io/2q9aj","genetic variation in non-structural carbohydrates in plantago lanceolata is related to mowing intensity but not to regrowth ability","anna kirschbaum","germany",2019,"plants","https://www.bexis.uni-jena.de","none",0,"no",NA,NA,NA,NA,NA,2,NA,NA,NA,2021-10-23,4,NA,"preprint",1,0,0,0,0,0,"research article","yes","no","not applicable","not applicable","yes",NA,NA,NA,NA,NA,"Genetic variation in non-structural carbohydrates in Plantago lanceolata is related to mowing intensity but not to regrowth ability","https://doi.org/10.32942/osf.io/2q9aj",NA,"CC BY-SA 4.0",2021-10-23,2021-10-23,2021-10-23,2021-10-25,2,2021-10-23,"Anna Kirschbaum","Anna Kirschbaum, Günter Hoch, Oliver Bossdorf, J F Scheepens",4
"958",958,"inês silva",958,"in√™s","silva",3928,"https://doi.org/10.32942/osf.io/d6wk2","arboreal locomotion and trophic security at the dawn of euprimate vision","david schruth","united states of america",2011,"vertebrates","none","none",2,"no",NA,NA,NA,NA,NA,4,NA,NA,NA,2021-10-23,1,NA,"preprint",0,0,0,0,0,1,"research article","no","no","not applicable","not applicable","yes",NA,NA,NA,NA,NA,"Arboreal locomotion and trophic security at the dawn of Euprimate vision","https://doi.org/10.32942/osf.io/d6wk2",NA,"CC BY-NC-ND 4.0",2021-10-22,2021-10-23,2021-10-23,2021-12-18,4,2021-12-18,"David Schruth","David Schruth",1
"959",959,"inês silva",959,"in√™s","silva",3922,"https://doi.org/10.32942/osf.io/fhu46","a force competition of predator on urban ecosystem","kacharat phormkhunathon","thailand",2020,"vertebrates","none","none",0,"no",NA,NA,NA,NA,NA,2,NA,NA,NA,2021-10-25,1,NA,"preprint",0,0,0,0,0,1,"research article","no","no","not applicable","not applicable","yes",NA,NA,NA,NA,NA,"A force competition of predator on urban ecosystem","https://doi.org/10.32942/osf.io/fhu46",NA,"CC BY-NC-SA 4.0",2021-10-25,2021-10-25,2021-10-25,2021-10-27,2,2021-10-27,"Kacharat Phormkhunathon","Kacharat Phormkhunathon",1
"960",960,"inês silva",960,"in√™s","silva",3924,"https://doi.org/10.32942/osf.io/58rkt","sex-dependent effects of parental age on offspring fitness in a cooperatively breeding bird","alexandra m sparks","united kingdom",2015,"vertebrates","https://github.com/seychelle-warbler-project/sparks_2022_evollett","https://github.com/seychelle-warbler-project/sparks_2022_evollett",0,"no","https://doi.org/10.1002/evl3.300","evolution letters",2022-12-01,"no",2,1,"https://doi.org/10.5061/dryad.7d7wm37zc","https://github.com/seychelle-warbler-project/sparks_2022_evollett","https://doi.org/10.1002/evl3.300",2021-10-25,6,402,"preprint",0,0,0,0,0,1,"research article","yes","yes","yes","yes","yes",NA,"10.1002/evl3.300","Evolution Letters",TRUE,"gold","Sex-dependent effects of parental age on offspring fitness in a cooperatively breeding bird","https://doi.org/10.32942/osf.io/58rkt","https://doi.org/10.1002/evl3.300","CC BY-ND 4.0",2021-10-25,2021-10-25,2021-10-25,2021-10-25,1,2021-10-25,"Alexandra M Sparks","Alexandra M Sparks, Martijn Hammers, Jan Komdeur, Terry Burke, David S Richardson, Hannah L Dugdale",6
"961",961,"inês silva",961,"in√™s","silva",3920,"https://doi.org/10.32942/osf.io/ra6ze","data rescue: saving environmental data from extinction","ellen bledsoe","canada",2014,"plants, algi, fungi, microorganisms, invertebrates, vertebrates",NA,NA,0,"no","https://doi.org/10.1098/rspb.2022.0938","proceedings of the royal society b: biological sciences",2022-07-20,"no",3,4,NA,NA,"https://doi.org/10.1098/rspb.2022.0938",2021-10-26,10,267,"preprint",0,0,0,0,0,0,"reviews and meta-analyses","not applicable","not applicable","not applicable","not applicable","yes",NA,"10.1098/rspb.2022.0938","Proceedings of the Royal Society B: Biological Sciences",TRUE,"hybrid","Data rescue: saving environmental data from extinction","https://doi.org/10.32942/osf.io/ra6ze","https://doi.org/10.1098/rspb.2022.0938","CC BY-SA 4.0",2021-10-26,2021-10-26,2021-10-26,2022-05-13,4,2022-05-13,"Ellen Bledsoe","Ellen Bledsoe, Joseph Burant, Gracielle Higino, Dominique Roche, Sandra Ann Binning, Kerri Finlay, Jason Pither, Laura J. Pollock, Jennifer Sunday, Diane Srivastava",10
"962",962,"inês silva",962,"in√™s","silva",3921,"https://doi.org/10.32942/osf.io/rty9q","mobbing in animals: a thorough review and proposed future directions","nora v carlson","japan",2018,"invertebrates, vertebrates",NA,NA,0,"no","https://doi.org/10.1016/bs.asb.2022.01.003","book chapter",2022-03-14,"no",16,2,NA,NA,"https://doi.org/10.1016/bs.asb.2022.01.003",2021-10-26,2,139,"preprint",0,0,0,0,1,1,"book chapter","not applicable","not applicable","not applicable","not applicable","yes",NA,"10.1016/bs.asb.2022.01.003","Advances in the Study of Behavior",FALSE,"closed","Mobbing in animals: a thorough review and proposed future directions","https://doi.org/10.32942/osf.io/rty9q","https://doi.org/10.1016/bs.asb.2022.01.003","CC BY-NC 4.0",2021-10-26,2021-10-26,2021-10-26,2022-03-15,2,2022-02-14,"Nora V Carlson","Nora V Carlson, Michael Griesser",2
"963",963,"inês silva",963,"in√™s","silva",6002,"https://doi.org/10.32942/x2wp43","fundamental questions in meiofauna—how small but ubiquitous animals can help to better understand nature","alejandro martínez garcía","italy",2004,"invertebrates","https://osf.io/3jgf8/","none",0,"no",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"preprint",0,0,0,0,1,1,"research article","yes","no","not applicable","not applicable","yes",NA,NA,NA,NA,NA,"Fundamental questions in meiofauna—how small but ubiquitous animals can help to better understand Nature","https://doi.org/10.32942/X2WP43",NA,"CC BY 4.0",2023-09-28,2023-09-28,2023-09-28,NA,1,2023-09-28,"Alejandro Martínez García","Alejandro Martínez García, Stefano Bonaglia, Maikon Di Domenico, Gustavo Fonseca, Jeroen Ingels, Katharina M. Jörger, Christopher Laumer, Francesca Leasi, Daniela Zeppilli, Elisa Baldrighi, Holly Bik, Diego Cepeda, Marco Curini-Galletti, Asher D. Cutter, Giovanni Dos Santos, Simone Fattorini, Dagmar Frisch, Sabine Gollner, Ulf Jondelius, Alexandra Kerbl, Kevin Kocot, Nabil Majdi, Stefano Mammola, José María Martín-Durán, André Menegotto, Paul A. Montagna, Francisco J. A. Nascimento, Nicolas Puilandre, Anne Rognant, Nuria Sánchez, Isaac Santos, Andreas Schmidt-Rhaesa, Michaela Schratzberger, Federica Semprucci, Mauricio Shimabukuro, Paul J. Somerfield, Torsten H. Struck, Martin V. Sørensen, Andreas Wallberg, Katrine Worsaae, Hiroshi Yamasaki, Diego Fontaneto",42
"964",964,"inês silva",964,"in√™s","silva",5981,"https://doi.org/10.32942/x29025","don’t make genetic data disposable: best practices for genetic and genomic data archiving","deborah leigh","switzerland",2012,"plants, algi, fungi, microorganisms, invertebrates, vertebrates","none","none",0,"no",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"preprint",0,0,0,0,0,0,"reviews and meta-analyses","not applicable","not applicable","not applicable","not applicable","yes",NA,NA,NA,NA,NA,"Don’t make genetic data disposable: Best practices for genetic and genomic data archiving","https://doi.org/10.32942/X29025",NA,"CC BY-NC-ND 4.0",2023-09-23,2023-09-25,2023-09-25,NA,1,2023-09-25,"Deborah Leigh","Deborah M Leigh, Amy Vandergast, Maggie Hunter, Eric Crandall, W. Chris Funk, Collin J Garroway, Sean Hoban, Sara J Oyler-McCance, Christian Rellstab, Gernot Segelbacher, Chloe Schmidt, Ella Vázquez-Domínguez, Ivan Paz-Vinas",13
"965",965,"inês silva",965,"in√™s","silva",4677,"https://doi.org/10.32942/x26p4w","the fieldwork wellness framework: a new approach to field research in ecology","anna elizabeth nordseth","united states of america",2019,NA,NA,NA,0,"no","https://doi.org/10.1002/fee.2649","frontiers in ecology and the environment",2023-07-04,"no",0,2,NA,NA,NA,NA,NA,NA,"preprint",0,0,0,0,0,0,"reviews and meta-analyses","not applicable","not applicable","not applicable","not applicable","yes",NA,NA,NA,NA,NA,"The Fieldwork Wellness Framework: A new approach to field research in Ecology","https://doi.org/10.32942/X26P4W","https://doi.org/10.1002/fee.2649","CC BY-NC 4.0",2022-11-07,2022-11-07,2022-11-07,NA,2,2022-11-07,"Anna Elizabeth Nordseth","Anna Elizabeth Nordseth, Jacqueline R Gerson, Lucrecia K Aguilar, Amy E Dunham, Anecia Gentles, Zoey Neale, Erynn Rebol",7
"966",966,"inês silva",966,"in√™s","silva",4678,"https://doi.org/10.32942/x2301x","evolutionary origins of the mesoamerican-eastern united states floristic disjunction: current status and future prospects","gregory w stull","united states of america",2011,"plants",NA,NA,0,"no","https://doi.org/10.1002/ajb2.16142","american journal of botany",2023-02-16,"yes",2,2,NA,NA,NA,NA,NA,NA,"preprint",1,0,0,0,0,0,"reviews and meta-analyses","not applicable","not applicable","not applicable","not applicable","yes",NA,NA,NA,NA,NA,"Evolutionary origins of the Mesoamerican-eastern United States floristic disjunction: current status and future prospects","https://doi.org/10.32942/X2301X",NA,"CC BY-NC-SA 4.0",2022-11-08,2022-11-08,2022-11-07,NA,2,2022-11-08,"Gregory W Stull","Gregory W Stull",1
"967",967,"rose o'dea",967,"in√™s","silva",4683,"https://doi.org/10.32942/x2z59f","colombia reached 30 % of land and ocean conservation area. megadiverse countries are hitting targets but missing the point","andres felipe suarez-castro","australia",2012,"plants, algi, fungi, microorganisms, invertebrates, vertebrates","none","none",0,"no",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"preprint",0,0,0,0,0,0,"opinion","no","no","not applicable","not applicable","yes","not sure about Type_of_preprint",NA,NA,NA,NA,"Colombia reached 30 % of land and ocean conservation area. Megadiverse countries are hitting targets but missing the point","https://doi.org/10.32942/X2Z59F",NA,"CC BY-NC-ND 4.0",2022-11-08,2022-11-08,2022-11-08,NA,1,2022-11-08,"Andres Felipe Suarez-Castro","Andres Felipe Suarez-Castro, Sofia Lopez-Cubillos, Jaime Burbano Girón, Diego Zarrate Charry, Alexandra Rodriguez Rodriguez, Nicola Clerici, María Cecilia Londoño Murcia, Dolors Armenteras Pascual, Susana Rodríguez Buriticá, Lina Munoz Avila, Elkin Alexi Noguera Urbano, Jose Manuel Ochoa Quintero, Fernando Jaramillo, Camilo Correa Ayram, Carolina Soto Vargas, Bibiana Gómez Valencia, Alexander Rincon Ruiz, David Hamilton",18
